histy_x,tx
0.0005,0.006068713038580681
0.0015,0.012165587158546888
0.0025,0.017769642354266403
0.0035,0.023472261334835258
0.0045000000000000005,0.029555054914108703
0.0055,0.03531399605744861
0.006500000000000001,0.041129259363559566
0.0075,0.04750774429738103
0.0085,0.053280765981413694
0.009500000000000001,0.059222754153759515
0.010499999999999999,0.0657420444945086
0.0115,0.07145874401577022
0.0125,0.0771895240777246
0.013500000000000002,0.08318783441284147
0.014499999999999999,0.08901717825964518
0.0155,0.0950718107575331
0.0165,0.10129540974373417
0.0175,0.10709659250915236
0.018500000000000003,0.11340467473951
0.0195,0.11945930723739792
0.0205,0.12545761757251478
0.0215,0.13159673331455926
0.0225,0.13804562095184453
0.0235,0.144184736693889
0.0245,0.1503660940580118
0.025500000000000002,0.15658969304421286
0.026500000000000003,0.16239087580963105
0.0275,0.16867079695860315
0.0285,0.17430301323570818
0.0295,0.1801323570825119
0.0305,0.18618698958039984
0.0315,0.19165023936919173
0.0325,0.19759222754153755
0.0335,0.20346381301041955
0.0345,0.2090537876654463
0.035500000000000004,0.21488313151225003
0.036500000000000005,0.2207687975218248
0.0375,0.2266826246127851
0.0385,0.23263869332582368
0.0395,0.23863700366094054
0.0405,0.24415657561250348
0.0415,0.2502393691917769
0.0425,0.2555899746550267
0.0435,0.2611658687693607
0.0445,0.26706561531962825
0.0455,0.2728808786257392
0.0465,0.27887918896085606
0.0475,0.28487749929597295
0.0485,0.2908335680090115
0.0495,0.2971275696986764
0.0505,0.302844269219938
0.051500000000000004,0.3085187271191213
0.052500000000000005,0.314052379611377
0.0535,0.31983948183610245
0.0545,0.3256829062235989
0.0555,0.33187834412841444
0.0565,0.33769360743452537
0.0575,0.34317093776401003
0.0585,0.34867642917488023
0.0595,0.3541115178822866
0.0605,0.35936355956068705
0.0615,0.36516474232610524
0.0625,0.3703323007603491
0.0635,0.37528865108420156
0.0645,0.3805829343846803
0.0655,0.3856096874119966
0.0665,0.3901717825964517
0.0675,0.3957335961700929
0.0685,0.40099971838918613
0.0695,0.40611095466065894
0.07050000000000001,0.4112644325542101
0.07150000000000001,0.41643199098845396
0.07250000000000001,0.42166995212616165
0.0735,0.4267671078569417
0.0745,0.4317516192621797
0.0755,0.43651084201633344
0.0765,0.4410166150380175
0.0775,0.44629681779780345
0.0785,0.4515629400168967
0.0795,0.456941706561532
0.0805,0.4618698958039989
0.0815,0.46709377640101385
0.0825,0.47259926781188405
0.0835,0.4773584905660378
0.0845,0.4824134046747396
0.0855,0.48770768797521835
0.08650000000000001,0.4927907631653057
0.0875,0.49822585187271207
0.0885,0.5038580681498172
0.0895,0.5093072373979163
0.0905,0.5152210644888766
0.0915,0.5201351731906507
0.0925,0.5252464094621235
0.0935,0.531033511686849
0.0945,0.5360180230920869
0.0955,0.5415939172064209
0.0965,0.547338777809068
0.0975,0.5522388059701494
0.0985,0.5579695860321038
0.0995,0.563827090960293
0.1005,0.5691354548014645
0.1015,0.5751478456772742
0.10250000000000001,0.5808363841171502
0.10350000000000001,0.5863559560687132
0.10450000000000001,0.5922416220782879
0.1055,0.597690791326387
0.1065,0.6032385243593354
0.1075,0.608546888200507
0.1085,0.6147000844832442
0.1095,0.6205012672486624
0.1105,0.6264714165023937
0.1115,0.6324134046747395
0.1125,0.6379752182483808
0.1135,0.6436074345254859
0.1145,0.6491129259363561
0.1155,0.6550689946493946
0.1165,0.6604477611940299
0.11750000000000001,0.6659532526049001
0.11850000000000001,0.6715291467192341
0.1195,0.6770064770487187
0.1205,0.6823430019712757
0.1215,0.6874401577020558
0.1225,0.6929878907350042
0.1235,0.6980005632216277
0.1245,0.703675021120811
0.1255,0.7093917206420727
0.1265,0.7148408898901718
0.1275,0.720346381301042
0.1285,0.7251337651365813
0.1295,0.7300619543790483
0.1305,0.7353421571388343
0.1315,0.739932413404675
0.1325,0.7454660658969307
0.1335,0.750309771895241
0.1345,0.7557307800619546
0.1355,0.7600253449732471
0.1365,0.7649816952970996
0.1375,0.7700788510278797
0.1385,0.7742326105322446
0.1395,0.7790481554491694
0.1405,0.7835680090115462
0.14150000000000001,0.7886370036609408
0.14250000000000002,0.7930864545198538
0.14350000000000002,0.7974514221346102
0.14450000000000002,0.8020698394818363
0.1455,0.8063080822303579
0.1465,0.8105604055195722
0.1475,0.8150943396226418
0.1485,0.8193185018304705
0.1495,0.8235145029569138
0.1505,0.8276823430019715
0.1515,0.8318783441284148
0.1525,0.835539284708533
0.1535,0.8389326950154888
0.1545,0.8426217966769927
0.1555,0.8465361869895807
0.1565,0.849957758377922
0.1575,0.8538862292312027
0.1585,0.8577302168403269
0.1595,0.8615319628273728
0.1605,0.86513658124472
0.1615,0.8686285553365252
0.1625,0.8722754153759507
0.1635,0.8757110673049847
0.1645,0.8785271754435372
0.1655,0.8819065052098002
0.1665,0.8852013517319066
0.1675,0.8884539566319348
0.1685,0.8916361588284992
0.1695,0.8947197972402142
0.1705,0.8979864826809352
0.1715,0.9008870740636443
0.17250000000000001,0.9033793297662633
0.17350000000000002,0.9061109546606593
0.17450000000000002,0.9085046465784289
0.1755,0.9109124190368912
0.1765,0.9133765136581247
0.1775,0.916023655308364
0.1785,0.9183187834412844
0.1795,0.920712475359054
0.1805,0.9234863418755282
0.1815,0.925640664601521
0.1825,0.9276119402985077
0.1835,0.9295128132920306
0.1845,0.9316389749366377
0.1855,0.9334835257673896
0.1865,0.9355533652492257
0.1875,0.937496479864827
0.1885,0.9390735004224164
0.1895,0.9408476485497045
0.1905,0.9425654745142216
0.1915,0.9442973810194314
0.1925,0.9459307237397918
0.1935,0.9476907913263871
0.1945,0.9493382145874404
0.1955,0.9503942551393976
0.1965,0.9515770205575896
0.1975,0.952745705435089
0.1985,0.9540974373415941
0.1995,0.9554773303294849
0.2005,0.9567586595325263
0.2015,0.9580118276541821
0.2025,0.9593494790199946
