histy_x,tx
0.0005,0.006551272326046479
0.0015,0.011516447141576442
0.0025,0.01786083718364251
0.0035,0.022894972760499278
0.0045000000000000005,0.02896351975725812
0.0055,0.03496310599269016
0.006500000000000001,0.04082477070546859
0.0075,0.04530722019171092
0.0085,0.05075512033652852
0.009500000000000001,0.05703054961726778
0.010499999999999999,0.06247844976208538
0.0115,0.06771946762292257
0.0125,0.07330528929039377
0.013500000000000002,0.07971864009378664
0.014499999999999999,0.08440797186400938
0.0155,0.08895938211157851
0.0165,0.09475208606303014
0.0175,0.10013102544652093
0.018500000000000003,0.10537204330735811
0.0195,0.11109578649748293
0.0205,0.11688849044893455
0.0215,0.12323288049100062
0.0225,0.12916350596510584
0.0235,0.134059720019309
0.0245,0.13943865940279979
0.025500000000000002,0.145369284876905
0.026500000000000003,0.14998965588580096
0.0275,0.1545410661333701
0.0285,0.15971312323288048
0.0295,0.16591959175229293
0.0305,0.17060892352251567
0.0315,0.17522929453141162
0.0325,0.18067719467622922
0.0335,0.1855044479691056
0.0345,0.19136611268188403
0.035500000000000004,0.1965381697813944
0.036500000000000005,0.20246879525549963
0.0375,0.2074339700710296
0.0385,0.2118474587959451
0.0395,0.2183987311219916
0.0405,0.22274325908558032
0.0415,0.2279153161850907
0.0425,0.23308737328460108
0.0435,0.23812150886145786
0.0445,0.24294876215433422
0.0455,0.24839666229915183
0.0465,0.25439624853458387
0.0475,0.25798220812357775
0.0485,0.2621888145645129
0.0495,0.26729191090269644
0.0505,0.27253292876353363
0.051500000000000004,0.27839459347631207
0.052500000000000005,0.28370457209847605
0.0535,0.28873870767533283
0.0545,0.2940486862974968
0.0555,0.29866905730639276
0.0565,0.30439280049651757
0.0575,0.3090131715054135
0.0585,0.3128749741397146
0.0595,0.31680573753534247
0.0605,0.32115026549893116
0.0615,0.32625336183711473
0.0625,0.3301151644714158
0.0635,0.3340459278670437
0.0645,0.337838769740018
0.0655,0.34190745465829947
0.0665,0.346665747189849
0.0675,0.3507344321081305
0.0685,0.35411350941314396
0.0695,0.357285704434177
0.07050000000000001,0.36245776153368736
0.07150000000000001,0.36673332873594927
0.07250000000000001,0.37156058202882564
0.0735,0.37604303151506796
0.0745,0.38011171643334946
0.0755,0.3838355975449969
0.0765,0.38707675332735675
0.0775,0.39128335976829187
0.0785,0.3956968484932074
0.0795,0.40031721950210336
0.0805,0.4040411006137508
0.0815,0.40735121715743744
0.0825,0.41141990207571894
0.0835,0.4153506654713468
0.0845,0.4196951934349355
0.0855,0.42452244672781186
0.08650000000000001,0.4289359354527274
0.0875,0.43362526722295014
0.0885,0.43769395214123163
0.0895,0.442866009240742
0.0905,0.44700365492035027
0.0915,0.4504516929866905
0.0925,0.4550720639955865
0.0935,0.45914074891386797
0.0945,0.46396800220674433
0.0955,0.4687952554996207
0.0965,0.4741052341217847
0.0975,0.4783808013240466
0.0985,0.4828632508102889
0.0995,0.4879663471484725
0.1005,0.4933452865319633
0.1015,0.4971381284049376
0.10250000000000001,0.5023791462657747
0.10350000000000001,0.5063788704227294
0.10450000000000001,0.5105165161023377
0.1055,0.5141714364526584
0.1065,0.5186538859389007
0.1075,0.5239638645610647
0.1085,0.5288600786152678
0.1095,0.5325839597269153
0.1105,0.5375491345424452
0.1115,0.5421695055513411
0.1125,0.5476174056961587
0.1135,0.5514102475691329
0.1145,0.5562375008620093
0.1155,0.5609268326322321
0.1165,0.5649265567891868
0.11750000000000001,0.5692021239914488
0.11850000000000001,0.5729260051030962
0.1195,0.577270533066685
0.1205,0.5817529825529273
0.1215,0.5866491966071304
0.1225,0.5912006068546996
0.1235,0.5943038411144058
0.1245,0.5987862906006481
0.1255,0.6029928970415832
0.1265,0.6075443072891523
0.1275,0.6120267567753946
0.1285,0.6163023239776566
0.1295,0.6200951658506308
0.1305,0.6242328115302391
0.1315,0.6286463002551547
0.1325,0.6330597889800702
0.1335,0.6368526308530444
0.1345,0.6416798841459208
0.1355,0.6461623336321631
