histy_x,tx
-24.393305439330547,0.0018118333113353571
-24.22594142259414,0.003347692012334865
-24.05857740585774,0.005723473440443479
-23.89121338912134,0.009443131231926662
-23.72384937238494,0.014542662075089093
-23.556485355648533,0.02119005051535259
-23.389121338912133,0.030081232526607556
-23.221757322175733,0.04101222687512749
-23.054393305439334,0.053239102002615765
-22.887029288702927,0.06679785459737705
-22.719665271966527,0.08184447030873161
-22.552301255230127,0.09918287517548387
-22.384937238493727,0.1159453330293613
-22.21757322175732,0.13238382068849666
-22.05020920502092,0.14821036464645254
-21.88284518828452,0.1625010499034089
-21.71548117154812,0.17497990184902992
-21.548117154811713,0.1865948332753387
-21.380753138075313,0.19553401087099992
-21.213389121338913,0.20507313327173904
-21.046025104602514,0.2137363362570644
-20.878661087866107,0.22231554696967884
-20.711297071129707,0.23025881618891067
-20.543933054393307,0.23802210196661913
-20.376569037656907,0.24496946280942158
-20.2092050209205,0.25230078832747393
-20.0418410041841,0.2605080332609401
-19.8744769874477,0.2682833179347501
-19.7071129707113,0.27563864124500553
-19.539748953974893,0.2825020098150971
-19.372384937238493,0.29012130883958687
-19.205020920502093,0.29744063546153765
-19.037656903765694,0.30455598084976193
-18.870292887029287,0.31149134279646284
-18.702928870292887,0.3183787091587575
-18.535564853556487,0.3258540214300285
-18.368200836820087,0.3327653855845263
-18.20083682008368,0.34002471772596926
-18.03347280334728,0.34675609843894367
-17.86610878661088,0.3538834427232695
-17.69874476987448,0.36109477928030626
-17.531380753138073,0.36792215116209315
-17.364016736401673,0.3751934821996377
-17.196652719665273,0.38215284193854177
-17.029288702928874,0.3892441895345629
-16.861924686192467,0.3965035216760059
-16.694560669456067,0.40324690128508184
-16.527196652719667,0.40969030849161886
-16.359832635983267,0.41678165608764
-16.19246861924686,0.4235130368006144
-16.02510460251046,0.43046039764341687
-15.85774058577406,0.4372397739407975
-15.690376569037657,0.44383916679665475
-15.523012552301257,0.4502705751070902
-15.355648535564853,0.457397919391416
-15.188284518828453,0.4643692780264216
-15.02092050209205,0.47123264659651315
-14.85355648535565,0.4777480471796595
-14.686192468619247,0.48393947756806377
-14.518828451882847,0.4906948560732413
-14.351464435146443,0.4972102566563877
-14.184100418410043,0.5037976506161433
-14.01673640167364,0.5105650280174224
-13.84937238493724,0.5170804286005688
-13.682008368200838,0.5239677949628635
-13.514644351464435,0.5309271547017675
-13.347280334728033,0.5369266027525469
-13.179916317991633,0.543178027621459
-13.012552301255232,0.5495974370357928
-12.845188284518828,0.5564128100214781
-12.677824267782427,0.5627602260592026
-12.510460251046027,0.5692276310579427
-12.343096234309625,0.5753470680697377
-12.175732217573222,0.5818744675489856
-12.00836820083682,0.5884858593009444
-11.84100418410042,0.5949412654035829
-11.673640167364018,0.6016366494282527
-11.506276150627615,0.6079240709854694
-11.338912133891213,0.6146914483867485
-11.171548117154813,0.6213868324114182
-11.004184100418412,0.6278062418257521
-10.836820083682008,0.6341656567595781
-10.669456066945607,0.6408970374725526
-10.502092050209207,0.6473884402634957
-10.334728033472805,0.6543358011062982
-10.167364016736402,0.6609231950660539
-10.0,0.6673546033764893
-9.8326359832636,0.673941997336245
-9.665271966527198,0.6805053935037977
-9.497907949790795,0.6871887786323658
-9.330543933054393,0.6938241681765278
-9.163179916317993,0.6998356151234087
-8.995815899581592,0.7060390444079145
-8.828451882845188,0.7128544173935999
-8.661087866108787,0.7195258036260666
-8.493723849372387,0.7262091887546347
-8.326359832635985,0.7326885926494764
-8.158995815899582,0.738844026349576
-7.99163179916318,0.7454074225171287
-7.82426778242678,0.7522347943989155
-7.6569037656903784,0.7588101894625696
-7.489539748953975,0.7653855845262237
-7.322175732217573,0.7717449994600498
-7.1548117154811735,0.7782723989392978
-6.987447698744772,0.785579726665147
-6.820083682008368,0.7920831283521917
-6.652719665271967,0.7983705499094085
-6.485355648535567,0.8042740067913753
-6.317991631799165,0.8109453930238419
-6.150627615062762,0.8174607936069883
-5.98326359832636,0.8244681489302985
-5.81589958158996,0.8315474976302182
-5.6485355648535585,0.8378109213952318
-5.481171548117155,0.8443143230822766
-5.313807531380753,0.8507097347044074
-5.1464435146443535,0.8572491330797568
-4.979079497907952,0.8637525347668016
-4.811715481171548,0.869775980609784
-4.644351464435147,0.8760873999592038
-4.476987447698747,0.8821108458021862
-4.309623430962345,0.8876423369050048
-4.142259414225942,0.8933658103454483
-3.97489539748954,0.899053287097587
-3.80753138075314,0.904656771577015
-3.6401673640167385,0.9104402394979663
-3.472803347280335,0.9157917471592614
-3.3054393305439334,0.9207592901453067
-3.1380753138075335,0.9263267779364299
-2.970711297071132,0.931654287805522
-2.8033472803347284,0.9364058506617392
-2.6359832635983267,0.9415053815049016
-2.468619246861927,0.9464609255948453
-2.301255230125525,0.951740439879531
-2.1338912133891217,0.9559520524111781
-1.96652719665272,0.9596477124104582
-1.7991631799163201,0.9638833227343084
-1.6317991631799185,0.9678549573439243
-1.464435146443515,0.9715386184471029
-1.2970711297071134,0.9750782927970627
-1.1297071129707135,0.9781980057834679
-0.9623430962343118,0.9813177187698732
-0.7949790794979084,0.9842214516264504
-0.6276150627615067,0.9869092043531995
-0.4602510460251068,0.9891170012358863
-0.29288702928870514,0.9908448422745108
-0.1255230125523017,0.9924886910404243
0.04184100418409997,0.9939165596765097
0.20920502092049986,0.9951884426632749
0.37656903765690153,0.996136355455298
0.543933054393305,0.9970002759746103
0.7112970711297066,0.9976842130523991
0.8786610878661065,0.9982241633769692
1.0460251046025082,0.9986441247405238
1.2133891213389116,0.9989560960391644
1.3807531380753133,0.9990640861040784
